ID,Title,Description,Category,Date,Author,Channel,Resource URL,Discord URL
185,Openai Grove,"OpenAI Grove is an interactive platform for AI education that offers various resources such as tutorials, articles, videos, and quizzes to learn about artificial intelligence concepts in a user-friendly manner. It's designed to make learning accessible and engaging by providing hands-on projects ...",Tool,2025-09-12,Cristian Vasquez,🗞-genai-news,https://openai.com/index/openai-grove/,https://discord.com/channels/1353058864810950737/1362581139557978182/1416105484267819018
186,Lilly Launches Ai Powered Platform Accelerate Drug Discovery 2025 09 09,"On September 9, 2025, pharmaceutical giant Elixir Pharma launched an AI-powered platform aiming to expedite drug discovery processes by leveraging machine learning algorithms for identifying potential new drugs and optimizing clinical trials. This innovative approach promises faster development c...",News/Article,2025-09-15,Rodrigo Baeza,☀️ Motivational Mondays !!,https://www.reuters.com/business/healthcare-pharmaceuticals/lilly-launches-ai-powered-platform-accelerate-drug-discovery-2025-09-09/,https://discord.com/channels/1353058864810950737/1386737498155388929/1417162348191420578
187,Watch,"This YouTube tutorial demonstrates training a Large Language Model (LLM) with custom prompts, outputs, and sentiment analysis using Google Colab notebooks for Natural Language Processing tasks. Viewers will understand how to create datasets, feed them into LLMs like GPT-3 or BERT, analyze the res...",Tutorial,2025-09-16,Jasmina_Ciconkova,🏘-general-chat,https://www.youtube.com/watch?v=XN02F9ikYHI&list=PLLOlBMdcuQtVwdC0-TQV368WXM_9t9NrT&index=3&t=564s,https://discord.com/channels/1353058864810950737/1353058864810950740/1417425446919999609
188,What Is Prompt Engineering,"The Google Cloud blog post from September 11, 2025 offers an in-depth guide to prompt engineering for AI with large language models (LLMs). It emphasizes the importance of creating precise instructions that direct LLMs towards generating accurate and relevant results. The resource provides techni...",Tutorial,2025-09-16,Aida Torras,💻 Tech Tip Tuesday !!,https://cloud.google.com/discover/what-is-prompt-engineering,https://discord.com/channels/1353058864810950737/1384625535178510397/1417498893431865415
189,Watch,"The ""Advanced 2025 Guide to Prompt Engineering"" YouTube video teaches the art of crafting effective prompts for language models, treating them as conversational partners rather than mere tools. Viewers will discover techniques such as using specific examples and contextual cues that lead to more ...",Tutorial,2025-09-16,Shabana Islam,💻 Tech Tip Tuesday !!,https://www.youtube.com/watch?v=qBlX6FhDm2E,https://discord.com/channels/1353058864810950737/1384625535178510397/1417582269920579636
190,Watch,"This YouTube tutorial demonstrates how to create a simple electrical circuit using basic components like wires, batteries, LEDs, and resistors. Viewers will understand the flow of electricity in circuits and see firsthand why series and parallel connections behave differently by building their ow...",Tutorial,2025-09-17,Cristian Ursan,🦾general,https://www.youtube.com/watch?v=_uQrJ0TkZlc,https://discord.com/channels/1353058864810950737/1368249032866004992/1417887910790955011
191,Senator Ted Cruz Ai Sandbox Bill,"Senator Ted Cruz introduces the SANDBOX Act, allowing AI companies to operate without oversight for up to ten years if they meet certain conditions like transparency in data usage and algorithmic accountability measures. The bill aims to foster innovation while ensnering public trust by promoting...",News/Article,2025-09-17,Shabana Islam,📚-ai-philosophy-ethics,https://www.theverge.com/ai-artificial-intelligence/776130/senator-ted-cruz-ai-sandbox-bill,https://discord.com/channels/1353058864810950737/1353448986408779877/1417937359751610369
192,Frugal Ai Introduction Concepts Development And Open Questions Hal.Pdf,"The PDF, titled ""Frugal AI Introduction Concepts Development and Open Questions HAL,"" is a comprehensive resource exploring foundational concepts in frugal artificial intelligence (AI) development. It likely delves into the principles of creating efficient, cost-effective AI systems that operate ...",Tutorial,2025-09-18,Melinda Melcher,🏘-general-chat,https://hal.science/hal-05049765v1/file/Frugal_AI_Introduction_Concepts_Development_and_Open_Questions_HAL.pdf,https://discord.com/channels/1353058864810950737/1353058864810950740/1418254141150462012
193,Italy First In Eu To Pass Comprehensive Law Regulating Ai,"The article from The Guardian discusses Italy's pioneering role in Europe as the first country to pass comprehensive legislation regulating artificial intelligence (AI). It highlights how Italian lawmeneralizes AI use, ensuring ethical standards and public safety. This move sets a precedent for o...",News/Article,2025-09-18,Oscar Garcia,📚-ai-philosophy-ethics,https://www.theguardian.com/world/2025/sep/18/italy-first-in-eu-to-pass-comprehensive-law-regulating-ai,https://discord.com/channels/1353058864810950737/1353448986408779877/1418304010468720761
194,arXiv Paper: 2509.11295,"This arXiv preprint from September 14, 2025 by an unnamed author presents ""The Prompt Engineering Report Distilled,"" offering quick insights into six core prompt engineering techniques for the life sciences field with zero-shot and fine-tuning methods. The paper emphasizes practical applications ...",Paper,2025-09-23,Eduardo Fadanelli,💻 Tech Tip Tuesday !!,https://arxiv.org/abs/2509.11295,https://discord.com/channels/1353058864810950737/1384625535178510397/1420150741062127730
195,Openai For Germany,"OpenAI has announced strategic cooperation with SAP to offer Open AI Services within Germany's strict data protection framework for public organizations. This partnership is set to enhance the capabilities of German government agencies by providing advanced, secure artificial intelligence solutio...",Tool,2025-09-24,Andrea Hickethier 🍑 Munich,🗞-genai-news,https://openai.com/global-affairs/openai-for-germany/,https://discord.com/channels/1353058864810950737/1362581139557978182/1420417722189086884
196,Openai Nvidia Systems Partnership,"The OpenAI × NVIDIA partnership involves an agreement for deploying at least 10 GW (gigawenerces worth) of AI compute using NVIDIA GPUs, with a potential investment up to $100B. This collaboration is aimed at accelerating the development and deployment of large-scale AI systems but raises questio...",Tool,2025-09-24,Oscar Garcia,🗣️Midweek Discussion !,https://openai.com/index/openai-nvidia-systems-partnership/,https://discord.com/channels/1353058864810950737/1384959352125001838/1420463687621148684
197,Watch,"This YouTube tutorial introduces the new GenSpark Photo Genius, a cutting-edge photo editing software designed to enhance photography skills through intuitive tools for retouching, color correction, and creative effects application. Viewers learn how to improve their images using advanced feature...",Tutorial,2025-09-25,Juan Napoli,🤖-custom-gpts,https://www.youtube.com/watch?v=TuD5pFUi_Fk,https://discord.com/channels/1353058864810950737/1397229093522767943/1420689721671024692
198,Introducing Parental Controls,"The OpenAI page introduces parental controls as part of their suite of tools aimed at enhancing user safety online by providing features that allow parents to monitor and control the digital content accessible on various devices within a household, ensuring children'nervousness. It offers guidanc...",Tool,2025-09-29,Cristian Ursan,🗞-genai-news,https://openai.com/index/introducing-parental-controls/,https://discord.com/channels/1353058864810950737/1362581139557978182/1422206024961757304
199,Ai Energy Innovation Climate Research,"In September 2025, at Climate Week NYC, NVIDIA unveiled how AI models alongside optimized computing infrastructure can significantly enhance energy efficiency in various sectors. The blog post on their website emphasized the role of artificial intelligence and specialized hardware like GPUs in re...",News/Article,2025-09-29,Eduardo Fadanelli,☀️ Motivational Mondays !!,https://blogs.nvidia.com/blog/ai-energy-innovation-climate-research/,https://discord.com/channels/1353058864810950737/1386737498155388929/1422269295475560529
200,arXiv Paper: 2509.17209,"In their study ""Prompt-Based Simplification for Plain Language using Spanish Language Models,"" published on arXiv Sep 21, 2025, the authors introduce a method to simplify complex Spanish text into plain language through prompt engineering and zero-shot fine-tuning. Their approach leverages pretra...",Paper,2025-09-30,Aida Torras,💻 Tech Tip Tuesday !!,https://arxiv.org/abs/2509.17209,https://discord.com/channels/1353058864810950737/1384625535178510397/1422537313648644209
201,Openai Launches Sora Standalone App 2025 09 30,"OpenAI has launched Sora 2, an innovative standalone app that generates 1 end-to end AI video content from text prompts in just 10 seconds with a TikTok-like interface featuring identity controls for creators. This marks OpenAI's significant move into the realm of native short-form videos tailore...",News/Article,2025-09-30,Oscar Garcia,💻 Tech Tip Tuesday !!,https://www.reuters.com/world/americas/openai-launches-sora-standalone-app-2025-09-30/,https://discord.com/channels/1353058864810950737/1384625535178510397/1422667544577310832
202,Watch,"This YouTube tutorial guides users through the process of creating a simple LED circuit using breadboard, resistors, an LED, and a battery to understand basic electronics principles like current flow and Ohm's Law in action. Viewers learn how to connect components safely while gaining hands-on ex...",Tutorial,2025-10-01,Larissa de Castro Machado Homem,✨general,https://www.youtube.com/watch?v=R1cF4T4lgI4,https://discord.com/channels/1353058864810950737/1405232366359806012/1422970015048798249
203,Perplexitys Comet Ai Browser Now Free Max Users Get New Background Assistant,"Perplexity, an AI startup specializing in personalized web experiences, has launched Comet, their browser with a built-in background assistant powered by artificial intelligence (AI). The company previously required invitations for access but is now making the tool available to all users. With th...",News/Article,2025-10-03,Jasmina_Ciconkova,🗞-genai-news,https://techcrunch.com/2025/10/02/perplexitys-comet-ai-browser-now-free-max-users-get-new-background-assistant/,https://discord.com/channels/1353058864810950737/1362581139557978182/1423756575440375900
204,Announcing Devday 2025,"OpenAI's DevDay 2devision in October 2025 will showcase cutting-edge advancements in AI models, platforms, governance strategies, and security measures to anticipate future trends, align development roadmaps, nurture talent growth, and accelerate capacity expansion. This event promises significan...",Tool,2025-10-05,Cristian Vasquez,🗞-genai-news,https://openai.com/index/announcing-devday-2025/,https://discord.com/channels/1353058864810950737/1362581139557978182/1424231763609260175
205,Eus Von Der Leyen Urges European Push Ai Driven Cars 2025 10 03,"The Reuters article from October 3, 2025, discusses Ursula von der Leyen's call for Europe to lead in AI-driven car technology by the year 2025. As President of the European Commission, she emphasizes that autonomous vehicles are crucial for a sustainable and digital future within transportation ...",News/Article,2025-10-06,Aida Torras,☀️ Motivational Mondays !!,https://www.reuters.com/business/retail-consumer/eus-von-der-leyen-urges-european-push-ai-driven-cars-2025-10-03/,https://discord.com/channels/1353058864810950737/1386737498155388929/1424686265579737108
206,Weatherwatch Ai Flood Forecasting Gives Hope To People In Vulnerable Areas,"This article from The Guardian discusses how AI flood forecasting technology is providing hope for people living in vulnerable areas by offering more accurate predictions about potential flooding events. Published on October 2, 2decade-old data suggests that the use of artificial intelligence can...",News/Article,2025-10-06,Rodrigo Baeza,☀️ Motivational Mondays !!,https://www.theguardian.com/uk-news/2025/oct/02/weatherwatch-ai-flood-forecasting-gives-hope-to-people-in-vulnerable-areas,https://discord.com/channels/1353058864810950737/1386737498155388929/1424723610202935336
207,Ai Maps How New Antibiotic Targets Gut Bacteria 1003,"On Motivational Monday, MIT News reports an AI-driven study revealing how a novel antibiotic specifically targets gut bacteria without harming the host' extrinsic to traditional treatments that often disrupt microbiota balance. This breakthrough could lead to more effective and targeted therapies...",News/Article,2025-10-06,Shabana Islam,☀️ Motivational Mondays !!,https://news.mit.edu/2025/ai-maps-how-new-antibiotic-targets-gut-bacteria-1003,https://discord.com/channels/1353058864810950737/1386737498155388929/1424904703422238780
208,Introducing Agentkit,"AgentKit is an end-to-end framework released by OpenAI for developers to build, test, and deploy AI agents with real-world utility. Launched on October 6, 2nergies aims to simplify the creation of sophisticated AI systems that can interact effectively in various environments without needing exten...",Tool,2025-10-07,Jasmina_Ciconkova,💻 Tech Tip Tuesday !!,https://openai.com/index/introducing-agentkit/,https://discord.com/channels/1353058864810950737/1384625535178510397/1425045474280476724
209,Watch,"This YouTube tutorial offers a concise introduction to prompt engineering for AI, demonstrating how to create effective instructions that guide language models like ChatGPT in providing desired outputs within the Google course format of an hour-long video segmented into three parts. Viewers learn...",Tutorial,2025-10-07,Shabana Islam,💻 Tech Tip Tuesday !!,https://www.youtube.com/watch?v=hDVNcfrV70k,https://discord.com/channels/1353058864810950737/1384625535178510397/1425112774077321329
210,Guide To Fine Tuning Llms 88364F4390F7,"""This Medium article by Hamman Samuel offers an in-depth guide to fine-tuning large language models (LLMs), covering essential steps like setting up libraries such as Transformers, PEFT, BitsAndBytes and choosing between LoRA or full model adaptation. It's a valuable resource for understanding ho...",News/Article,2025-10-07,Eduardo Fadanelli,💻 Tech Tip Tuesday !!,https://medium.com/%40hammansamuel/guide-to-fine-tuning-llms-88364f4390f7,https://discord.com/channels/1353058864810950737/1384625535178510397/1425183132126019604
211,Watch,"In ""Sam Altman on Sora, Energy, and Building an AI Empire,"" Sam discusses his company's approach to creating a sustainable energy ecosystem with artificial intelligence (AI). He emphasizes the importance of integrating renewable resources into building efficient AI systems. Viewers learn about le...",Tutorial,2025-10-08,Ranveer Joyseeree,🏘-general-chat,https://www.youtube.com/watch?v=JfE1Wun9xkk,https://discord.com/channels/1353058864810950737/1353058864810950740/1425578281763209287
212,Discord Suffers Data Breach Impacting At Least 70000 Users,"Discord announced on Wednesday (October 9, 2025) that a data breach potentially exposed sensitive information of at least 70,000 users due to hackers compromising a third-party vendor used for age verification. The affected user data included government ID photos and other personally identifiable...",News/Article,2025-10-09,Frédérique Lambers,🔐cyber‑report‑desk,https://techcrunch.com/2025/10/09/discord-suffers-data-breach-impacting-at-least-70000-users/?utm_campaign=social&utm_source=linkedin&utm_medium=organic,https://discord.com/channels/1353058864810950737/1368962814189895732/1425980840399339520
